Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,has characteristic,has parameter,has Runge-Kutta method order,has type,http://data.bioontology.org/metadata/prefixIRI,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.org/dc/terms/created,http://purl.org/dc/terms/creator,http://purl.org/dc/terms/rights,http://www.biomodels.net/kisao/KISAO#isImplementedIn,http://www.biomodels.net/kisao/KISAO#isOrganizational,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/2004/02/skos/core#definition,is characteristic of,is generalization of,is hybrid of,is parameter of,is similar to,is used by,uses
http://www.biomodels.net/kisao/KISAO#KISAO_0000343,generalized finite element method,partition of unity method|PUM|GFEM,"The GFEM is a generalization of the classical 'finite element method' [http://identifiers.org/biomodels.kisao/KISAO_0000337] — in its h [http://identifiers.org/biomodels.kisao/KISAO_0000338], p [http://identifiers.org/biomodels.kisao/KISAO_0000339], and h-p versions [http://identifiers.org/biomodels.kisao/KISAO_0000340]— as well as of the various forms of meshless methods used in engineering.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000369,,,,,kisao:KISAO_0000343,,2011-06-07,AZ,,,,partition of unity method|PUM|GFEM,"The GFEM is a generalization of the classical 'finite element method' [http://identifiers.org/biomodels.kisao/KISAO_0000337] — in its h [http://identifiers.org/biomodels.kisao/KISAO_0000338], p [http://identifiers.org/biomodels.kisao/KISAO_0000339], and h-p versions [http://identifiers.org/biomodels.kisao/KISAO_0000340]— as well as of the various forms of meshless methods used in engineering.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000478,preconditioner,,"the preconditioner, if any, used by the solver when using a GMRES, BiCGStab or TFQMR linear solver during a Newton iteration.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000201,,,,,kisao:KISAO_0000478,,2015-09-10,AZ,,https://identifiers.org/biosimulators/opencor,,,"the preconditioner, if any, used by the solver when using a GMRES, BiCGStab or TFQMR linear solver during a Newton iteration.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000310,method of lines,NUMOL|NMOL|MOL,The method of lines is a general technique for solving partial differential equations (PDEs) by typically using finite difference relationships for the spatial derivatives and ordinary differential equations for the time derivative.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000369,,,,,kisao:KISAO_0000310,,2011-05-11,AZ,,,,NUMOL|NMOL|MOL,The method of lines is a general technique for solving partial differential equations (PDEs) by typically using finite difference relationships for the spatial derivatives and ordinary differential equations for the time derivative.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000822,extensive property,,"An extensive variable such as an amount, particle number, or mass.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000820,,,,,kisao:KISAO_0000822,,06-03-2021,LPS,,,,,"An extensive variable such as an amount, particle number, or mass.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000287,Milstein method,,The Milstein method is a technique for the approximate numerical solution of a stochastic differential equation.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000281,,,,,kisao:KISAO_0000287,,2011-05-10,AZ,,,,,The Milstein method is a technique for the approximate numerical solution of a stochastic differential equation.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000254,Brownian diffusion accuracy,,"Accuracy code of 'Brownian diffusion Smoluchowski method' [http://identifiers.org/biomodels.kisao/KISAO_0000057], which sets which neighbouring boxes are checked for potential bi-molecular reactions. Consider the reaction A + B -> C and suppose that A and B are within a binding radius of each other. This reaction will always be performed if A and B are in the same virtual box. If accuracy is set to at least 3, then it will also occur if A and B are in nearest-neighbour virtual boxes. If it is at least 7, then the reaction will happen if they are in nearest-neighbour boxes that are separated by periodic boundary conditions. And if it is 9 or 10, then all edge and corner boxes are checked for reactions, which means that no potential reactions are overlooked.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000242,,,,,kisao:KISAO_0000254,,,,,Smoldyn,,,"Accuracy code of 'Brownian diffusion Smoluchowski method' [http://identifiers.org/biomodels.kisao/KISAO_0000057], which sets which neighbouring boxes are checked for potential bi-molecular reactions. Consider the reaction A + B -> C and suppose that A and B are within a binding radius of each other. This reaction will always be performed if A and B are in the same virtual box. If accuracy is set to at least 3, then it will also occur if A and B are in nearest-neighbour virtual boxes. If it is at least 7, then the reaction will happen if they are in nearest-neighbour boxes that are separated by periodic boundary conditions. And if it is 9 or 10, then all edge and corner boxes are checked for reactions, which means that no potential reactions are overlooked.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000389,quasi-minimal residual method,QMR,"The QMR algorithm is a robust iterative solver for general nonsingular non-Hermitian linear systems. The method uses a robust implementation of the look-ahead Lanczos algorithm to generate basis vectors for the Krylov subspaces Kn(r0, A). The QMR iterates are characterized by a quasi-minimal residual property over Kn(r0, A).",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000393,,,,,kisao:KISAO_0000389,,2011-07-18,AZ,,,,QMR,"The QMR algorithm is a robust iterative solver for general nonsingular non-Hermitian linear systems. The method uses a robust implementation of the look-ahead Lanczos algorithm to generate basis vectors for the Krylov subspaces Kn(r0, A). The QMR iterates are characterized by a quasi-minimal residual property over Kn(r0, A).",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000356,DASSL,SDASSL|DDASSL|differential algebraic system solver,"DASSL is designed for the numerical solution of implicit systems of differential/algebraic equations written in the form F(t,y,y')=0, where F, y, and y' are vectors, and initial values for y and y' are given.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000432,,,,,kisao:KISAO_0000356,,2011-06-10,AZ,,,,SDASSL|DDASSL|differential algebraic system solver,"DASSL is designed for the numerical solution of implicit systems of differential/algebraic equations written in the form F(t,y,y')=0, where F, y, and y' are vectors, and initial values for y and y' are given.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000624,method for solving a system of linear equations,,"method for solving a system of linear equations

Example system of equations:

3x + 2y - z = 0
2x - 2y + 4z = 0
-x + 1/2y - z = 0",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000000,,,,,kisao:KISAO_0000624,,2021-06-01,JRK,,,true,,"method for solving a system of linear equations

Example system of equations:

3x + 2y - z = 0
2x - 2y + 4z = 0
-x + 1/2y - z = 0",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000552,optimization method,,Optimization method such as the revised simplex method [http://identifiers.org/biomodels.kisao/KISAO_0000550] or primal-dual interior point method [http://identifiers.org/biomodels.kisao/KISAO_0000551].,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000243,,,,,kisao:KISAO_0000552,,2020-10-29,JRK,,CPLEX|GLPK|Gurobi,,,Optimization method such as the revised simplex method [http://identifiers.org/biomodels.kisao/KISAO_0000550] or primal-dual interior point method [http://identifiers.org/biomodels.kisao/KISAO_0000551].,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000323,equation-free probabilistic steady-state approximation,,"We present a probabilistic steady-state approximation that separates the time scales of an arbitrary reaction network, detects the convergence of a marginal distribution to a quasi-steady-state, directly samples the underlying distribution, and uses those samples to accurately predict the state of the system, including the effects of the slow dynamics, at future times. The numerical method produces an accurate solution of both the fast and slow reaction dynamics while, for stiff systems, reducing the computational time by orders of magnitude. The developed theory makes no approximations on the shape or form of the underlying steady-state distribution and only assumes that it is ergodic. <...> The developed theory may be applied to any type of kinetic Monte Carlo simulation to more efficiently simulate dynamically stiff systems, including existing exact, approximate, or hybrid stochastic simulation techniques.
",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000333,,,,,kisao:KISAO_0000323,,2011-06-02,AZ,,,,,"We present a probabilistic steady-state approximation that separates the time scales of an arbitrary reaction network, detects the convergence of a marginal distribution to a quasi-steady-state, directly samples the underlying distribution, and uses those samples to accurately predict the state of the system, including the effects of the slow dynamics, at future times. The numerical method produces an accurate solution of both the fast and slow reaction dynamics while, for stiff systems, reducing the computational time by orders of magnitude. The developed theory makes no approximations on the shape or form of the underlying steady-state distribution and only assumes that it is ergodic. <...> The developed theory may be applied to any type of kinetic Monte Carlo simulation to more efficiently simulate dynamically stiff systems, including existing exact, approximate, or hybrid stochastic simulation techniques.
",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000482,half-bandwith parameter,,the parameter related to the half-bandwidth value used by the Banded linear solver or preconditioner.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000201,,,,,kisao:KISAO_0000482,,,,,,,,the parameter related to the half-bandwidth value used by the Banded linear solver or preconditioner.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000228,tau-leaping epsilon,epsilon|tolerance,The leap condition is chosen such that the expected change in the propensity function aj(x) is bounded by Epsilon * a0 where Epsilon is an error control parameter between 0 and 1. This parameter is the basic error control mechanism for the Tau-Leaping algorithm [http://identifiers.org/biomodels.kisao/KISAO_0000039]. As Epsilon decreases the leaps become shorter and the simulation is more accurate.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000242,,,,,kisao:KISAO_0000228,,,,,,,epsilon|tolerance,The leap condition is chosen such that the expected change in the propensity function aj(x) is bounded by Epsilon * a0 where Epsilon is an error control parameter between 0 and 1. This parameter is the basic error control mechanism for the Tau-Leaping algorithm [http://identifiers.org/biomodels.kisao/KISAO_0000039]. As Epsilon decreases the leaps become shorter and the simulation is more accurate.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000393,ingenious conjugate gradients-squared method,CGS,"A Lanczos-type method for nonsymmetric sparse linear systems. The method is based on a polynomial variant of the conjugate gradients algorithm [http://identifiers.org/biomodels.kisao/KISAO_0000357]. Although related to the so-called bi-conjugate gradients (Bi-CG) algorithm [http://identifiers.org/biomodels.kisao/KISAO_0000358], it does not involve adjoint matrix-vector multiplications, and the expected convergence rate is about twice that of the Bi-CG algorithm.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000395,,,,,kisao:KISAO_0000393,,2011-07-18,AZ,,,,CGS,"A Lanczos-type method for nonsymmetric sparse linear systems. The method is based on a polynomial variant of the conjugate gradients algorithm [http://identifiers.org/biomodels.kisao/KISAO_0000357]. Although related to the so-called bi-conjugate gradients (Bi-CG) algorithm [http://identifiers.org/biomodels.kisao/KISAO_0000358], it does not involve adjoint matrix-vector multiplications, and the expected convergence rate is about twice that of the Bi-CG algorithm.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000495,random asynchronous updating policy,,An updating policy where a single transition is picked randomly from the set of transitions enabled in this state. Thus a state will have at most one successor.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000452|http://www.biomodels.net/kisao/KISAO#KISAO_0000492,,,,,kisao:KISAO_0000495,,,,,,,,An updating policy where a single transition is picked randomly from the set of transitions enabled in this state. Thus a state will have at most one successor.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000637,derived property,,An output of a simulation which can be derived from its primary outputs.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000820,,,,,kisao:KISAO_0000637,,2021-06-04,JRK,,,,,An output of a simulation which can be derived from its primary outputs.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000090,LSODI,"Livermore solver for ordinary differential equations, implicit version","LSODI solves systems given in linearly implicit form, including differential-algebraic systems.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000094,,,,,kisao:KISAO_0000090,,,,,,,"Livermore solver for ordinary differential equations, implicit version","LSODI solves systems given in linearly implicit form, including differential-algebraic systems.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000232,LSOIBT,"Livermore solver for ordinary differential equations given in implicit form, with block-tridiagonal Jacobian treatment",LSOIBT solves linearly implicit systems in which the matrices involved are all assumed to be block-tridiagonal. Linear systems are solved by the LU method.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000094,,,,,kisao:KISAO_0000232,,,,,,,"Livermore solver for ordinary differential equations given in implicit form, with block-tridiagonal Jacobian treatment",LSOIBT solves linearly implicit systems in which the matrices involved are all assumed to be block-tridiagonal. Linear systems are solved by the LU method.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000367,partitioned Runge-Kutta method,symplectic partitioned Runge-Kutta method|PRK|SPRK,"If a Hamiltonian system possesses a natural partitioning, it is possible to integrate its certain components using one Runge-Kutta method and other components using a different Runge-Kutta method. The overall s-stage scheme is called a partitioned Runge-Kutta method.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000064,,,,,kisao:KISAO_0000367,,2011-06-16,AZ,,,,symplectic partitioned Runge-Kutta method|PRK|SPRK,"If a Hamiltonian system possesses a natural partitioning, it is possible to integrate its certain components using one Runge-Kutta method and other components using a different Runge-Kutta method. The overall s-stage scheme is called a partitioned Runge-Kutta method.",,,,,,,
http://www.biomodels.net/kisao/KISAO#_KISAO_0000806,Elasticity matrix (scaled),,The scaled elasticity matrix. The dimensions are reactions by species.,false,,,http://www.biomodels.net/kisao/KISAO#_KISAO_0000800,,,,,kisao:_KISAO_0000806,,06-03-2021,LPS,,,,,The scaled elasticity matrix. The dimensions are reactions by species.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000641,bound,,An upper or lower bound on an estimate of a quantity.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000820,,,,,kisao:KISAO_0000641,,2021-06-04,JRK,,,true,,An upper or lower bound on an estimate of a quantity.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000526,flux variability analysis,FVA,Method for determining the minimum and maximum flux of each reaction that satisfies the flux constraints of the flux balance analysis (FBA) [http://identifiers.org/biomodels.kisao/KISAO_0000437] model.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000407|http://www.biomodels.net/kisao/KISAO#KISAO_0000622,,,,,kisao:KISAO_0000526,,2020-08-11,AZ,,https://identifiers.org/biosimulators/cobrapy,,FVA,Method for determining the minimum and maximum flux of each reaction that satisfies the flux constraints of the flux balance analysis (FBA) [http://identifiers.org/biomodels.kisao/KISAO_0000437] model.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000559,initial step size,,Initial time step size.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000242,,,,,kisao:KISAO_0000559,,2020-10-29,JRK,,https://identifiers.org/biosimulators/tellurium|https://identifiers.org/biosimulators/copasi|libRoadRunner|https://identifiers.org/biosimulators/gillespy2|SUNDIALS|SciPy,,,Initial time step size.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000321,Cash-Karp method,,"An family of explicit Runge-Kutta formulas, which are very efficient for problems with smooth solution as well as problems having rapidly varying solutions. Each member of this family consists of a fifty-order formula that contains embedded formulas of all orders 1 through 4. By computing solutions at several different orders, it is possible to detect sharp fronts or discontinuities before all the function evaluations defining the full Runge-Kutta step have been computed.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000435,,,,,kisao:KISAO_0000321,,2011-05-26,AZ,,Cain|GSL,,,"An family of explicit Runge-Kutta formulas, which are very efficient for problems with smooth solution as well as problems having rapidly varying solutions. Each member of this family consists of a fifty-order formula that contains embedded formulas of all orders 1 through 4. By computing solutions at several different orders, it is possible to detect sharp fronts or discontinuities before all the function evaluations defining the full Runge-Kutta step have been computed.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000051,Bortz-Kalos-Lebowitz algorithm,KMC|kinetic Monte Carlo method|BKL|DMC|dynamic Monte Carlo|kinetic Monte Carlo|dynamic Monte Carlo method|n-fold way,The Bortz-Kalos-Lebowitz (or: kinetic Monte-Carlo-) method is a stochastic method for the simulation of time evolution of processes using (pseudo-)random numbers.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000335,,,,,kisao:KISAO_0000051,,,,,,,KMC|kinetic Monte Carlo method|BKL|DMC|dynamic Monte Carlo|kinetic Monte Carlo|dynamic Monte Carlo method|n-fold way,The Bortz-Kalos-Lebowitz (or: kinetic Monte-Carlo-) method is a stochastic method for the simulation of time evolution of processes using (pseudo-)random numbers.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000585,TOMS731,,Moving-grid interface for systems of one-dimensional time-dependent partial differential equations.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000369,,,,,kisao:KISAO_0000585,,2020-10-29,JRK,,https://identifiers.org/biosimulators/jsim,,,Moving-grid interface for systems of one-dimensional time-dependent partial differential equations.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000328,minimum fast rate,,"Parameter of 'equation-free probabilistic steady-state approximation' method [http://identifiers.org/biomodels.kisao/KISAO_0000323], which controls the minimum rate of the reaction in order for it to be considered fast.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000252,,,,,kisao:KISAO_0000328,,2011-06-02,AZ,,,,,"Parameter of 'equation-free probabilistic steady-state approximation' method [http://identifiers.org/biomodels.kisao/KISAO_0000323], which controls the minimum rate of the reaction in order for it to be considered fast.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000820,model and simulation property characteristic,,A property of a variable of a model or simulation.,false,,,http://www.w3.org/2002/07/owl#Thing,,,,,kisao:KISAO_0000820,,06-03-2021,LPS,,,true,,A property of a variable of a model or simulation.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000354,Krylov subspace projection method,Krylov subspace method,"Krylov subspace method is an iterative linear equation method, which builds up Krylov subspaces and look for good approximations to eigenvectors and invariant subspaces within the Krylov spaces.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000398,,,,,kisao:KISAO_0000354,,2011-06-10,AZ,,,,Krylov subspace method,"Krylov subspace method is an iterative linear equation method, which builds up Krylov subspaces and look for good approximations to eigenvectors and invariant subspaces within the Krylov spaces.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000602,Minimum species threshold for continuous approximation,Epsilon,Minimum number of molecules of both reactant and product species required for approximation as a continuous Markov process.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000244,,,,,kisao:KISAO_0000602,,2021-01-13,MLB|JRK,,,,Epsilon,Minimum number of molecules of both reactant and product species required for approximation as a continuous Markov process.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000230,minimum reactions per leap,threshold,"'minimum reactions per leap' parameter is used in hybrid methods, which adaptively switch between the tau-leaping algorithm [http://identifiers.org/biomodels.kisao/KISAO_0000039] to the SSA Direct Method [http://identifiers.org/biomodels.kisao/KISAO_0000029] when the number of reactions in a single tau-leaping leap step is less than the threshold.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000243,,,,,kisao:KISAO_0000230,,,,,,,threshold,"'minimum reactions per leap' parameter is used in hybrid methods, which adaptively switch between the tau-leaping algorithm [http://identifiers.org/biomodels.kisao/KISAO_0000039] to the SSA Direct Method [http://identifiers.org/biomodels.kisao/KISAO_0000029] when the number of reactions in a single tau-leaping leap step is less than the threshold.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000595,rFBA,regulatory flux balance analysis,Method for predicting metabolic fluxes under patterns of the regulation of gene expression,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000622|http://www.biomodels.net/kisao/KISAO#KISAO_0000352,,,,,kisao:KISAO_0000595,,2020-10-29,JRK,,,true,regulatory flux balance analysis,Method for predicting metabolic fluxes under patterns of the regulation of gene expression,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000332,ER-leap initial leap,L,"L (initial step) is a parameter of 'exact R-leaping method' [http://identifiers.org/biomodels.kisao/KISAO_0000331]. ''We will assume that the reaction event to be bounded occurs within a run of L events in the SSA algorithm[http://identifiers.org/biomodels.kisao/KISAO_0000029], in order to execute L reactions at once in the manner of the R-leap algorithm[http://identifiers.org/biomodels.kisao/KISAO_0000230]''.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000244,,,,,kisao:KISAO_0000332,,2011-06-03,AZ,,,,L,"L (initial step) is a parameter of 'exact R-leaping method' [http://identifiers.org/biomodels.kisao/KISAO_0000331]. ''We will assume that the reaction event to be bounded occurs within a run of L events in the SSA algorithm[http://identifiers.org/biomodels.kisao/KISAO_0000029], in order to execute L reactions at once in the manner of the R-leap algorithm[http://identifiers.org/biomodels.kisao/KISAO_0000230]''.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000635,unscaled property,,,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000820,,,,,kisao:KISAO_0000635,,2021-06-04,JRK,,,,,,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000493,synchronous updating policy,,An updating policy where all enabled transitions occur simultaneously. Thus a state will have at most one successor.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000451,,,,,kisao:KISAO_0000493,,,,,,,,An updating policy where all enabled transitions occur simultaneously. Thus a state will have at most one successor.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000276,Gill method,Runge-Kutta-Gill method|Gill's method,"Gill's fourth order method is a Runge-Kutta method for approximating the solution of the initial value problem y'(x) = f(x,y);  y(x0) = y0 which evaluates the integrand,f(x,y), four times per step. This method is a fourth order procedure for which Richardson extrapolation can be used.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000064,,,,,kisao:KISAO_0000276,,2011-05-09,AZ,,,,Runge-Kutta-Gill method|Gill's method,"Gill's fourth order method is a Runge-Kutta method for approximating the solution of the initial value problem y'(x) = f(x,y);  y(x0) = y0 which evaluates the integrand,f(x,y), four times per step. This method is a fourth order procedure for which Richardson extrapolation can be used.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000524,partitioned leaping method,,"Multiscale simulation approach for modeling stochasticity in chemical reaction networks. The approach seamlessly integrates exact-stochastic and ""leaping"" methodologies into a single partitioned leaping algorithmic framework. The technique correctly accounts for stochastic noise at significantly reduced computational cost, requires the definition of only three modelindependent parameters and is particularly well-suited for simulating systems containing widely disparate species populations.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000039,,,,,kisao:KISAO_0000524,,2020-05-29,AZ,,https://identifiers.org/biosimulators/bionetgen,,,"Multiscale simulation approach for modeling stochasticity in chemical reaction networks. The approach seamlessly integrates exact-stochastic and ""leaping"" methodologies into a single partitioned leaping algorithmic framework. The technique correctly accounts for stochastic noise at significantly reduced computational cost, requires the definition of only three modelindependent parameters and is particularly well-suited for simulating systems containing widely disparate species populations.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000045,implicit tau-leaping method,,"Contrary to the explicit tau-leaping [http://identifiers.org/biomodels.kisao/KISAO_0000039 and http://identifiers.org/biomodels.kisao/KISAO_0000245 some http://identifiers.org/biomodels.kisao/KISAO_0000239] , the implicit tau-leaping allows for much larger time-steps when simulating stiff systems.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000039,,,,,kisao:KISAO_0000045,,2007-10-12,dk,,,,,"Contrary to the explicit tau-leaping [http://identifiers.org/biomodels.kisao/KISAO_0000039 and http://identifiers.org/biomodels.kisao/KISAO_0000245 some http://identifiers.org/biomodels.kisao/KISAO_0000239] , the implicit tau-leaping allows for much larger time-steps when simulating stiff systems.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000429,clusterization parameter,,Parameter used by algorithms performing clusterization.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000201,,,,,kisao:KISAO_0000429,,,AZ,,,true,,Parameter used by algorithms performing clusterization.,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000371,stochastic differential equation problem,SDE problem,,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000405,,,,,kisao:KISAO_0000371,,,AZ,,,,SDE problem,,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000307,finite difference method,FDM,"The finite difference method is based on local approximations of the partial derivatives in a Partial Differential Equation, which are derived by low order Taylor series expansions.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000369,,,,,kisao:KISAO_0000307,,2011-05-11,AZ,,,,FDM,"The finite difference method is based on local approximations of the partial derivatives in a Partial Differential Equation, which are derived by low order Taylor series expansions.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000652,concentration rate,,"Rate of a process relative to a volume, such as the rate of a reaction in molar^-1 s^-1.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000834,,,,,kisao:KISAO_0000652,,2021-06-04,JRK,,,,,"Rate of a process relative to a volume, such as the rate of a reaction in molar^-1 s^-1.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000204,particle number upper limit,,This parameter of 'Pahle hybrid method' [http://identifiers.org/biomodels.kisao/KISAO_0000231] is a double value specifying the upper limit for particle numbers. Species with a particle number above this value are considered as having a high particle number. The 'particle number upper limit' cannot be lower than the 'particle number lower limit' [http://identifiers.org/biomodels.kisao/KISAO_0000203].,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000252,,,,,kisao:KISAO_0000204,,,,,,,,This parameter of 'Pahle hybrid method' [http://identifiers.org/biomodels.kisao/KISAO_0000231] is a double value specifying the upper limit for particle numbers. Species with a particle number above this value are considered as having a high particle number. The 'particle number upper limit' cannot be lower than the 'particle number lower limit' [http://identifiers.org/biomodels.kisao/KISAO_0000203].,,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000409,ordinary Newton method,,"A 'Newton-type method' [http://identifiers.org/biomodels.kisao/KISAO_0000408] which solves the general nonlinear problem F(x)=0 by applying successive linearization F'(x[k])deltax[k]=-F(x[k]), x[k+1]=x[k]+deltax[k], k=0,1,...",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000408,,,,,kisao:KISAO_0000409,,2012-01-18,AZ,,,,,"A 'Newton-type method' [http://identifiers.org/biomodels.kisao/KISAO_0000408] which solves the general nonlinear problem F(x)=0 by applying successive linearization F'(x[k])deltax[k]=-F(x[k]), x[k+1]=x[k]+deltax[k], k=0,1,...",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000280,Adams-Moulton method,implicit Adams method,"The (k-1)-step Adams-Moulton method is an implicit linear multistep method that iteratively approximates the solution, y(x) at x = x0+kh, of the initial value problem by yk = yk - 1 + h * ( b0 f(xk,yk) + b1 f(xk - 1,yk - 1) + . . . + bk - 1 f(x1,y1) ), where b1, . . . , bk - 1 are constants.",false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000289,,,,,kisao:KISAO_0000280,,2011-05-09,AZ,,https://identifiers.org/biosimulators/vcell,,implicit Adams method,"The (k-1)-step Adams-Moulton method is an implicit linear multistep method that iteratively approximates the solution, y(x) at x = x0+kh, of the initial value problem by yk = yk - 1 + h * ( b0 f(xk,yk) + b1 f(xk - 1,yk - 1) + . . . + bk - 1 f(x1,y1) ), where b1, . . . , bk - 1 are constants.",,,,,,,
http://www.biomodels.net/kisao/KISAO#KISAO_0000502,DA-DFBA,direct approach dynamics flux balance analysis|DA,Dynamic Flux Balance Analysis (DFBA) [http://identifiers.org/biomodels.kisao/KISAO_0000499] couples flux balance analysis (FBA) [http://identifiers.org/biomodels.kisao/KISAO_0000437] model approaches with dynamic model approaches. The direct approach (DA) includes the LP solver in the right-hand side evaluator for the ordinary differential equations (ODEs) and takes advantage of reliable implicit ODE integrators with adaptive step size for error control.,false,,,http://www.biomodels.net/kisao/KISAO#KISAO_0000499,,,,,kisao:KISAO_0000502,,2017-09-12,AZ,,DFBAlab,,direct approach dynamics flux balance analysis|DA,Dynamic Flux Balance Analysis (DFBA) [http://identifiers.org/biomodels.kisao/KISAO_0000499] couples flux balance analysis (FBA) [http://identifiers.org/biomodels.kisao/KISAO_0000437] model approaches with dynamic model approaches. The direct approach (DA) includes the LP solver in the right-hand side evaluator for the ordinary differential equations (ODEs) and takes advantage of reliable implicit ODE integrators with adaptive step size for error control.,,,,,,,
